日期,股票代码,开盘,收盘,最高,最低,volume,amount,振幅,涨跌幅,涨跌额,换手率,cpi_yoy,cpi_mom,m2_yoy,lpr_1y,lpr_5y,ma5,ma5_change,ma10,ma10_change,ma20,ma20_change,ma60,ma60_change,macd,macd_signal,macd_hist,rsi,bb_mid,bb_upper,bb_lower,bb_width,atr,return_1d,return_3d,return_5d,pe_ratio,pb_ratio,roe,debt_ratio,future_5d_close,future_5d_return,target_class
2021-01-04 00:00:00,600900,15.71,15.5,15.73,15.41,557806,1055731664.0,2.03,-1.65,-0.26,0.25,-0.3,1.0,9.4,,,,,,,,,,,0.0,0.0,0.0,,,,,,0.3200000000000003,,,,13.2990132990133,2.032089232089232,15.28,46.0982,15.7,0.012903225806451568,2
2021-01-05 00:00:00,600900,15.45,15.49,15.5,15.31,487577,914606880.0,1.23,-0.06,-0.01,0.21,-0.3,1.0,9.4,,,,,,,,,,,-0.000797720797720558,-0.0001595441595441116,-0.0006381766381764464,,,,,,0.31071428571428594,-0.000645161290322549,,,13.29043329043329,2.0307782067782068,15.28,46.0982,15.76,0.01743060038734665,2
2021-01-06 00:00:00,600900,15.38,15.81,15.81,15.33,522941,993820928.0,3.1,2.07,0.32,0.23,-0.3,1.0,9.4,,,,,,,,,,,0.024113440637657746,0.00469505279989626,0.019418387837761487,,,,,,0.3228061224489798,0.020658489347966436,,,13.564993564993566,2.0727310167310167,15.28,46.0982,16.02,0.013282732447817778,2
2021-01-07 00:00:00,600900,15.91,15.83,16.17,15.63,620975,1194728672.0,3.42,0.13,0.02,0.27,-0.3,1.0,9.4,,,,,,,,,,,0.04495137691167095,0.012746317622251199,0.032205059289419746,,,,,,0.3383199708454814,0.0012650221378873727,0.021290322580645116,,13.582153582153582,2.0753530673530673,15.28,46.0982,15.78,-0.003158559696778314,2
2021-01-08 00:00:00,600900,15.9,15.94,16.05,15.7,574763,1106810224.0,2.21,0.69,0.11,0.25,-0.3,1.0,9.4,,,15.713999999999999,,,,,,,,0.06954005773134853,0.024105065644070667,0.04543499208727786,,,,,,0.3391542586422328,0.006948831332912242,0.02905100064557775,,13.676533676533676,2.0897743457743454,15.28,46.0982,15.8,-0.008782936010037566,2
2021-01-11 00:00:00,600900,15.95,15.7,16.02,15.65,567350,1090970656.0,2.32,-1.51,-0.24,0.25,-0.3,1.0,9.4,,,15.754,0.002545500827287883,,,,,,,0.06886691526549704,0.03305743556835594,0.0358094796971411,,,,,,0.34135752588207324,-0.01505646173149311,-0.006957621758380883,0.012903225806451646,13.47061347061347,2.058309738309738,15.28,46.0982,15.7,0.0,2
2021-01-12 00:00:00,600900,15.7,15.76,15.76,15.43,488183,926016752.0,2.1,0.38,0.06,0.21,-0.3,1.0,9.4,,,15.807999999999998,0.003427700901358355,,,,,,,0.07234104107982198,0.040914156670649154,0.03142688440917282,,,,,,0.34054627403335375,0.003821656050955413,-0.004421983575489619,0.017430600387346562,13.522093522093522,2.06617589017589,15.28,46.0982,16.0,0.0152284263959391,2
2021-01-13 00:00:00,600900,15.76,16.02,16.05,15.55,565154,1089220880.0,3.17,1.65,0.26,0.25,-0.3,1.0,9.4,,,15.85,0.0026568825910933125,,,,,,,0.0949792759362893,0.051727180523777186,0.04325209541251211,,,,,,0.3519358258881142,0.016497461928933976,0.005018820577164407,0.013282732447817747,13.745173745173744,2.100262548262548,15.28,46.0982,15.7,-0.019975031210986285,2
2021-01-14 00:00:00,600900,15.95,15.78,16.21,15.75,443848,858276880.0,2.87,-1.5,-0.24,0.2,-0.3,1.0,9.4,,,15.839999999999998,-0.0006309148264985742,,,,,,,0.09248810067071567,0.059879364553164886,0.03260873611755078,,,,,,0.35965469546753465,-0.014981273408239737,0.005095541401273884,-0.0031585596967783625,13.539253539253538,2.0687979407979404,15.28,46.0982,15.73,-0.00316856780735101,2
2021-01-15 00:00:00,600900,15.7,15.8,15.92,15.63,350741,672641248.0,1.84,0.13,0.02,0.15,-0.3,1.0,9.4,,,15.812000000000001,-0.0017676767676765293,15.763,,,,,,0.09107777132394723,0.06611904590732136,0.024958725416625874,,,,,,0.3546793600769964,0.0012674271229404788,0.002538071065989911,-0.008782936010037545,13.556413556413558,2.0714199914199916,15.28,46.0982,15.51,-0.01835443037974689,2
